AMLODIPINE 10MG,723784,AMLODIPINE UNICORN 30,,R 125.30
AMLODIPINE 10MG,704621,AMLOSYN 10MG TAB 30,,R 125.30
AMLODIPINE 10MG,713972,AMTAS 10MG TAB 30,,R 125.30
AMLODIPINE 10MG,714311,APRATE 10MG TAB 30,,R 125.30
AMLODIPINE 10MG,708095,AUSTELL-AMLODIPINE 10MG TAB 30,,R 125.30
AMLODIPINE 10MG,708040,CALBLOC 10MG TAB 30,,R 125.30
AMLODIPINE 10MG,708152,CIPLAVASC 10MG TAB 30,,R 125.30
AMLODIPINE 10MG,712954,GULF AMLODIPINE 10MG TAB 30,,R 125.30
AMLODIPINE 10MG,712216,KEYSAL 10MG TAB 30,,R 125.30
AMLODIPINE 10MG,708353,LOMANOR 10MG TAB 30,,R 125.30
AMLODIPINE 10MG,708191,NORCARD 10MG TAB 30,,R 125.30
AMLODIPINE 10MG,799122,NORVASC 10MG TAB 30,,R 125.30
AMLODIPINE 10MG,707980,PENDINE 10MG TAB 30,,R 125.30
AMLODIPINE 10MG,710238,PHARMA DYNAMICS AMLODIPINE BESYLATE 10MG3 0TAB,,R 125.30
AMLODIPINE 10MG,713491,STAMLO 10MG TAB 30,,R 125.30
AMLODIPINE 5MG,720693,ADCO NORPENE 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,708141,ALMADIN 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,707277,AMLATE 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,703916,AMLOC 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,708050,AMLODAC 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,708648,AMLODIPINE ASCENDIS 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,723783,AMLODIPINE UNICORN 30,,R 77.28
AMLODIPINE 5MG,704620,AMLOSYN 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,713971,AMTAS 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,714310,AURO-AMLODIPINE 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,708094,AUSTELL-AMLODIPINE 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,708039,CALBLOC 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,708150,CIPLAVASC 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,712953,GULF AMLODIPINE 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,712215,KEYSAL 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,708162,KLODIP 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,708352,LOMANOR 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,708190,NORCARD 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,791245,NORVASC 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,707979,PENDINE 5MG TAB 30,,R 77.28
AMLODIPINE 5MG,710236,PHARMA DYNAMICS AMLODIPINE BESYLATE 5MG 3T0AB,,R 77.28
AMLODIPINE 5MG,713490,STAMLO 5MG TAB 30,,R 77.28
AMMONIUM CHLORIDE/DIPHENHYDRAMINE,705889,BENYLIN CHILDRENS SYR 100,,R 27.45
AMMONIUM CHLORIDE/DIPHENHYDRAMINE,707627,BENYLIN EXPECTORANT SYR 100,,R 27.45
AMMONIUM CHLORIDE/DIPHENHYDRAMINE,805343,EXPECTALIN SYR 100,,R 27.45
AMOXICILLIN 200MG,785229,ADCO-AMOXYCILLIN 250MG CAP 15,,R 8.79
AMOXICILLIN 200MG,704443,ALLMOX 250MG CAP 15,,R 8.79
AMOXICILLIN 200MG,784656,AMOCILLIN 250MG CAP 15,,R 8.79
AMOXICILLIN 200MG,704401,AMOXICAP 250MG CAP 15,,R 8.79
AMOXICILLIN 200MG,714185,AMYN 250MG CAP 15,,R 8.79
AMOXICILLIN 200MG,713363,AURO-AMOXYCILLIN 250MG CAP 15,,R 8.79
AMOXICILLIN 200MG,707499,AUSTELL-AMOXICILLIN 250MG CAP 15,,R 8.79
AMOXICILLIN 200MG,788155,BETAMOX 250 250MG CAP 15,,R 8.79
AMOXICILLIN 200MG,3000309,INDO AMOXYCILLIN 250MG CAP 15,,R 8.79
AMOXICILLIN 200MG,815268,IPCAMOX 250MG CAP 15,,R 8.79
AMOXICILLIN 200MG,806579,MOXYMAX 250MG CAP 15,,R 8.79
AMOXICILLIN 200MG,744689,MOXYPEN 250MG CAP 15,,R 8.79
AMOXICILLIN 200MG,705679,MYMOX 250MG CAP 15,,R 8.79
AMOXICILLIN 200MG,808741,PROMOXIL 250MG CAP 15,,R 8.79
AMOXICILLIN 200MG,716122,YOMAX 250MG CAP 15,,R 8.79
AMOXICILLIN 200MG,708398,ZALOXY 250 MG CAP 15,,R 8.79
AMOXICILLIN 200MG,808539,ZOXIL 250MG CAP,15,R 8.79
AMOXICILLIN 250MG/5ML,829102,ADCO-AMOXYCILLIN 250/5ML SUS,100,R 18.84
AMOXICILLIN 250MG/5ML,714180,ALLMOX SF 250MG/5ML SUS,100,R 18.84
AMOXICILLIN 250MG/5ML,829153,AMOXIL SF 250/5ML SUS,100,R 18.84
AMOXICILLIN 250MG/5ML,714183,AMYN SF SF 250MG/5ML SUS,100,R 18.84
AMOXICILLIN 250MG/5ML,830283,MOXYMAX SF 250/5ML SUS,100,R 18.84
AMOXICILLIN 250MG/5ML,830305,MOXYPEN 250/5ML SUS,100,R 18.84
AMOXICILLIN 250MG/5ML,830496,PROMOXIL SF 250MG/5ML SUS,100,R 18.84
AMOXICILLIN 250MG/5ML,701383,RANMOXY S 250MG/5ML SUS,100,R 18.84
AMOXICILLIN 250MG/5ML,830542,SALTERMOX SF 250-5ML SUS,100,R 18.84
AMOXICILLIN 250MG/5ML,708395,ZALOXY 250MG/5ML SUS,100,R 18.84
AMOXICILLIN 250MG/5ML,830747,ZOXIL SF 250MG/5ML SUS,100,R 18.84
AMOXICILLIN 500MG,811440,ADCO-AMOXYCILLIN 500MG CAP,15,R 17.78
AMOXICILLIN 500MG,704444,ALLMOX 500MG CAP,15,R 17.78
AMOXICILLIN 500MG,714184,AMYN 500MG CAP,15,R 17.78
AMOXICILLIN 500MG,713364,AURO-AMOXYCILLIN 500MG CAP,15,R 17.78
AMOXICILLIN 500MG,705637,AUSTELL-AMOXICILLIN 500MG CAP,15,R 17.78
AMOXICILLIN 500MG,788546,BETAMOX 500 500MG CAP,15,R 17.78
AMOXICILLIN 500MG,3000310,INDO AMOXYCILLIN 500MG CAP,15,R 17.78
AMOXICILLIN 500MG,806587,MOXYMAX 500 500MG CAP,15,R 17.78
AMOXICILLIN 500MG,744697,MOXYPEN 500MG CAP,15,R 17.78
AMOXICILLIN 500MG,705709,MYMOX 500MG CAP,15,R 17.78
AMOXICILLIN 500MG,808768,PROMOXIL 500MG CAP,15,R 17.78
AMOXICILLIN 500MG,824879,RANMOXY  500MG CAP,15,R 17.78
AMOXICILLIN 500MG,716123,YOMAX 500MG CAP,15,R 17.78
AMOXICILLIN 500MG,708397,ZALOXY 500MG CAP,15,R 17.78
AMOXICILLIN 500MG,808547,ZOXIL 500 500MG CAP,15,R 17.78
AMOXICILLIN AND ENZYME INHIBITOR,710041,AUGMENTIN ES-600 600MG/42.9MG SUS,100,R 212.29
AMOXICILLIN AND ENZYME INHIBITOR,722105,AUSTELL CO-AMOXICLAV ES 600 SUS,100,R 212.29
AMOXICILLIN AND ENZYME INHIBITOR,722106,CAMOX CO-AMOXYCLAV ES 600 SUS,100,R 212.29
AMOXICILLIN CLAVULANIC ACID,704068,AUGMENTIN BD SF 457MG/5ML,35,R 53.59
AMOXICILLIN CLAVULANIC ACID,722938,AUSTELL CO-AMOXICLAV BD SF 457MG/5ML,35,R 53.59
AMOXICILLIN CLAVULANIC ACID,705832,CURAM BD 457MG/5ML,35,R 53.59
AMOXICILLIN CLAVULANIC ACID,705471,SANDOZ CO-AMOXYCLAV BD 457MG/5ML,35,R 53.59
AMOXICILLIN CO 1000MG,703903,FORCID SOLUTAB 1000MG,10,R 150.13
AMOXICILLIN CO 1000MG,723109,KLAVIMAXCIL 1000MG,10,R 150.13
AMOXICILLIN CO 156.25MG/5ML,899097,ADCO-AMOCLAV S  SUS,100,R 48.75
AMOXICILLIN CO 156.25MG/5ML,707186,AMOCLAN S,100,R 48.75
AMOXICILLIN CO 156.25MG/5ML,861952,AUGMAXCIL S  SUS,100,R 48.75
AMOXICILLIN CO 156.25MG/5ML,829269,AUGMENTIN S 156/5ML SUS,100,R 48.75
AMOXICILLIN CO 156.25MG/5ML,713358,AURO-AMOXICLAV  SUS,100,R 48.75
AMOXICILLIN CO 156.25MG/5ML,865540,BIO-AMOKSIKLAV S  SUS,100,R 48.75
AMOXICILLIN CO 156.25MG/5ML,842524,CLAMENTIN S 0 SUS,100,R 48.75
AMOXICILLIN CO 156.25MG/5ML,894123,RANCLAV  SUS,100,R 48.75
AMOXICILLIN CO 156.25MG/5ML,878774,SANDOZ-AMOCLAV S  SUS,100,R 48.75
AMOXICILLIN CO 312.5MG/5ML,899100,ADCO-AMOCLAV FORTE  SUS,100,R 90.90
AMOXICILLIN CO 312.5MG/5ML,707187,AMOCLAN SF,100,R 90.90
AMOXICILLIN CO 312.5MG/5ML,707666,APEX-CLAVUTIN SF SUS,100,R 90.90
AMOXICILLIN CO 312.5MG/5ML,861960,AUGMAXCIL SF  SUS,100,R 90.90
AMOXICILLIN CO 312.5MG/5ML,829277,AUGMENTIN SF 312MG/5ML SUS,100,R 90.90
AMOXICILLIN CO 312.5MG/5ML,713360,AURO-AMOXICLAV SUS,100,R 90.90
AMOXICILLIN CO 312.5MG/5ML,865559,BIO-AMOKSIKLAV SF  SUS,100,R 90.90
AMOXICILLIN CO 312.5MG/5ML,842532,CLAMENTIN SF 0 SUS,100,R 90.90
AMOXICILLIN CO 312.5MG/5ML,894125,RANCLAV FORTE  SUS,100,R 90.90
AMOXICILLIN CO 312.5MG/5ML,878782,SANDOZ-AMOCLAV SF  SUS,100,R 90.90
AMOXICILLIN CO 375MG,3000747,ADCO AMOXYCLAV,15,R 54.63
AMOXICILLIN CO 375MG,893218,ADCO-AMOCLAV  375MG  TAB,15,R 54.63
AMOXICILLIN CO 375MG,707184,AMOCLAN 375MG TAB,15,R 54.63
AMOXICILLIN CO 375MG,707663,APEX-CLAVUTIN 375MG  TAB,15,R 54.63
AMOXICILLIN CO 375MG,861936,AUGMAXCIL  375MG  TAB,15,R 54.63
AMOXICILLIN CO 375MG,705691,AUGMENTIN 375MG TAB,15,R 54.63
AMOXICILLIN CO 375MG,713381,AURO-AMOXICLAV 375MG  TAB,15,R 54.63
AMOXICILLIN CO 375MG,707407,AUSTELL-CO-AMOXICLAV 375MG TAB,15,R 54.63
AMOXICILLIN CO 375MG,721444,BETACLAV 375MG TAB,15,R 54.63
AMOXICILLIN CO 375MG,716124,BINDOCLAV 375MG  TAB,15,R 54.63
AMOXICILLIN CO 375MG,865532,BIO-AMOKSIKLAV  375MG  TAB,15,R 54.63
AMOXICILLIN CO 375MG,842516,CLAMENTIN 375MG TAB,15,R 54.63
AMOXICILLIN CO 375MG,3000394,MYCLAV 375MG,15,R 54.63
AMOXICILLIN CO 375MG,867373,RANCLAV 375  TAB,15,R 54.63
AMOXICILLIN CO 375MG,878766,SANDOZ-AMOCLAV  375MG  TAB,15,R 54.63
AMOXICILLIN CO 625MG,3000748,ADCO AMOXYCLAV,15,R 90.32
AMOXICILLIN CO 625MG,893224,ADCO-AMOCLAV  625MG TAB,15,R 90.32
AMOXICILLIN CO 625MG,707185,AMOCLAN FORTE 625MG TAB,15,R 90.32
AMOXICILLIN CO 625MG,707665,APEX-CLAVUTIN 62625MG5 TAB,15,R 90.32
AMOXICILLIN CO 625MG,861944,AUGMAXCIL  625 TAB,15,R 90.32
AMOXICILLIN CO 625MG,713382,AURO-AMOXICLAV 625MG TAB,15,R 90.32
AMOXICILLIN CO 625MG,707408,AUSTELL-CO-AMOXICLAV 625MG TAB,15,R 90.32
AMOXICILLIN CO 625MG,721445,BETACLAV 625MG TAB,15,R 90.32
AMOXICILLIN CO 625MG,716125,BINDOCLAV 625MG TAB,15,R 90.32
AMOXICILLIN CO 625MG,865524,BIO-AMOKSIKLAV  625MG5 TAB,15,R 90.32
AMOXICILLIN CO 625MG,704047,CURAM 625MG TAB,15,R 90.32
AMOXICILLIN CO 625MG,3000395,MYCLAV 625MG,15,R 90.32
AMOXICILLIN CO 625MG,867381,RANCLAV 625MG TAB,15,R 90.32
AMOXICILLIN CO 625MG,701736,SANDOZ CO-AMOXICLAV 625 TAB,15,R 90.32
AMOXICILLIN TRIHYDRA 125MG/5ML,714179,ALLMOX S 125MG/5ML SUS,100,R 14.18
AMOXICILLIN TRIHYDRA 125MG/5ML,829145,AMOXIL S 125/5ML SUS,100,R 14.18
AMOXICILLIN TRIHYDRA 125MG/5ML,714182,AMYN S 125MG/5ML SUS,100,R 14.18
AMOXICILLIN TRIHYDRA 125MG/5ML,829358,BETAMOX S 125/5ML SUS,100,R 14.18
AMOXICILLIN TRIHYDRA 125MG/5ML,830275,MOXYMAX S 125/5ML SUS,100,R 14.18
AMOXICILLIN TRIHYDRA 125MG/5ML,830291,MOXYPEN 125/5ML SUS,100,R 14.18
AMOXICILLIN TRIHYDRA 125MG/5ML,830488,PROMOXIL S 125MG/5ML SUS,100,R 14.18
AMOXICILLIN TRIHYDRA 125MG/5ML,701380,RANMOXY S 125/5ML SUS,100,R 14.18
AMOXICILLIN TRIHYDRA 125MG/5ML,830534,SALTERMOX S 125/5ML SUS,100,R 14.18
AMOXICILLIN TRIHYDRA 125MG/5ML,708396,ZALOXY 125MG/5ML SUS,100,R 14.18
AMOXICILLIN TRIHYDRA 125MG/5ML,830739,ZOXIL S 125MG/5ML SUS,100,R 14.18
AMOXY/TRIHYD/CLAVULAN POTASSIUM SUS,704069,AUGMENTIN BD S,70,R 92.02
AMOXY/TRIHYD/CLAVULAN POTASSIUM SUS,722937,AUSTELL COAMOXICLAV BD S,70,R 92.02
AMOXY/TRIHYD/CLAVULAN POTASSIUM TAB,720898,ADCO AMOXYCLAV BD 1000MG TAB,10,R 144.36
AMOXY/TRIHYD/CLAVULAN POTASSIUM TAB,703229,ADCO-AMOCLAV 1000 BD TAB,10,R 144.36
AMOXY/TRIHYD/CLAVULAN POTASSIUM TAB,704484,AMOCLAN BID 1000MG TAB,10,R 144.36
AMOXY/TRIHYD/CLAVULAN POTASSIUM TAB,853542,AUGMENTIN 1000 BD TAB,10,R 144.36
AMOXY/TRIHYD/CLAVULAN POTASSIUM TAB,713383,AURO-AMOXICLAV 1000MG TAB,10,R 144.36
AMOXY/TRIHYD/CLAVULAN POTASSIUM TAB,714704,BETACLAV 1000MG TAB,10,R 144.36
AMOXY/TRIHYD/CLAVULAN POTASSIUM TAB,716126,BINDOCLAV 1000MG TAB,10,R 144.36
AMOXY/TRIHYD/CLAVULAN POTASSIUM TAB,708387,BIO-AMOKSIKLAV 1000MG TAB,10,R 144.36
AMOXY/TRIHYD/CLAVULAN POTASSIUM TAB,709232,CLAMENTIN 1000MG TAB,10,R 144.36
AMOXY/TRIHYD/CLAVULAN POTASSIUM TAB,704049,CURAM 1000MG TAB,10,R 144.36
AMOXY/TRIHYD/CLAVULAN POTASSIUM TAB,708893,RANCLAV 1000MG TAB,10,R 144.36
AMOXY/TRIHYD/CLAVULAN POTASSIUM TAB,703356,SANDOZ CO AMOXYCLAV 1000MG TAB,10,R 144.36
AMPICILLIN COMBINATIONS,797553,APEN,20,R 37.92
AMPICILLIN COMBINATIONS,809616,CLOXAM,20,R 37.92
ANTAZOLINE/TETRYZOLINE,728608,GEMINI 15ML OPD,1,R 46.14
ANTAZOLINE/TETRYZOLINE,827150,OCULERGE 15ML OPD,1,R 46.14
ARIPIPRAZOLE 10MG,705634,ABILIFY 10MG,30,R 536.60
ARIPIPRAZOLE 10MG,723962,ARIZOFY 10MG,30,R 536.60
ARIPIPRAZOLE 15MG,705635,ABILIFY 15MG,30,R 798.40
ARIPIPRAZOLE 15MG,723963,ARIZOFY 15MG,30,R 798.40
ARIPIPRAZOLE 5MG,712192,ABILIFY 5MG,30,R 318.12
ARIPIPRAZOLE 5MG,723961,ARIZOFY 5MG,30,R 318.12
ASPIRIN 100MG,862304,BAYER ASPIRIN CARDIO  TAB,30,R 40.58
ASPIRIN 100MG,847283,DISPRIN CV  EEF,30,R 40.58
ASPIRIN 100MG,721258,MYOPRIN 100MG TAB,30,R 40.58
ASPIRIN 100MG,845590,MYOPRIN EEF,30,R 40.58
ASPIRIN 100MG,722806,SOLUSPRIN CV 100MG,30,R 40.58
ASPIRIN 300MG,704645,ASPIRIN 300MG TAB,10,R 13.43
ASPIRIN 300MG,706930,BAYER ASPIRIN 300MG TAB,10,R 13.43
ASPIRIN 300MG,798533,BE-TABS ASPIRIN (WHITE) 300MG TAB,10,R 13.43
ASPIRIN 300MG,807206,DISPRIN CV 300MG EFT,10,R 13.43
ASPIRIN 300MG,720577,DISPRIN REGULAR 300MG EFT,10,R 13.43
ASPIRIN 300MG,719673,DR DU TOITS PAIN EXPELLER 300MG TAB,10,R 13.43
ASPIRIN 300MG,700909,GULF ASPIRIN 300MG TAB,10,R 13.43
ASPIRIN 300MG,704642,SOLUSPIRIN (WAS ASPIRIN SOLUBLE) 300MG,10,R 13.43
ATAZANAVIR 150MG,715828,ASPEN ATAZANAVIR 150MG CAP,60,R 275.33
ATAZANAVIR 150MG,716208,ATAZOR 150MG CAP,60,R 275.33
ATAZANAVIR 150MG,708257,REYATAZ 150MG CAP,60,R 275.33
ATAZANAVIR 200MG,715827,ASPEN ATAZANAVIR 200MG CAP,60,R 456.47
ATAZANAVIR 200MG,716209,ATAZOR 200MG CAP,60,R 456.47
ATAZANAVIR 200MG,708258,REYATAZ 200MG CAP,60,R 456.47
ATENOLOL 100MG,786586,ADCO-ATENOLOL 100MG TAB,30,R 38.15
ATENOLOL 100MG,704651,B-BLOCK 100MG TAB,30,R 38.15
ATENOLOL 100MG 826901,,BIO-ATENOLOL 100MG TAB,30,R 38.15
ATENOLOL 100MG 715626,,GULF ATENOLOL 100MG TAB,30,R 38.15
ATENOLOL 100MG 806897,,HEXA-BLOK 100MG TAB,30,R 38.15
ATENOLOL 100MG 787914,,SANDOZ ATENOLOL 100MG TAB,30,R 38.15
ATENOLOL 100MG 786195,,TEN-BLOKA 100MG TAB,30,R 38.15
ATENOLOL 100MG 705873,,TENOPRESS 100MG TAB,30,R 38.15
